annotation_order,item_id,subject,source,A_semantic_fidelity,A_answer_preservation,A_tunisian_authenticity,A_msa_moroccan_interference,A_orthographic_naturalness,A_cultural_validity,A_verdict,A_origin,A_corrected_derja,B_semantic_fidelity,B_answer_preservation,B_tunisian_authenticity,B_msa_moroccan_interference,B_orthographic_naturalness,B_cultural_validity,B_verdict,B_origin,final_verdict,final_origin,adjudicated
248,high_school_psychology::13,high_school_psychology,mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"دراسة شريف متاع مغارة اللصوص بيّنت اللي شنوّة من المبادئ هاذي يعاون أكثر باش ينقص التوتر بين الجماعات؟|||1. الأهداف المشتركة
2. تشتيت المسؤولية
3. استقطاب الجماعة
4. فقدان الهوية الفردية",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
249,biology::1358,biology,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,في مراحل نضج المبيض، ثلاثة من النويات الثمانية يلعبوا دور مهم في عملية الإخصاب، على خاطر خمسة نويات يختفيوا مع وقوع الإخصاب.,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
250,jurisprudence::56,jurisprudence,mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,التعبير اللي يشير لأي افتراض يخبي ولاّ يحاول يخبي حقيقة اللي قانون تبدّل — بقى مكتوب كيف ما هو، أما طريقة تطبيقو تغيّرت — هو:,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
251,natural_science::196,natural_science,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"من خصائص نظرية التوازن المتقطع: ......|||1. موش ديما بطيء
2. ما ياخذش وقت برشا
3. تتوقع قفزات سريعة تظهر من بعدها الأنواع الجديدة
4. كل اللي تقال",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
252,moral_disputes::100,moral_disputes,mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,"في الجواب على الاعتراض اللي يقول اللي غالط نمنعوا صناعة وبيع الماكلة الدهنية ومنتوجات التبغ، دو مارنيف يقول اللي:|||1. الماكلة الدهنية ومنتوجات التبغ موش ضارين في الحقيقة.
2. ما فماش حتى مشكل في الحد من وصول الناس للمنتوجات اللي تضرهم.
3. فوائد منع المنتوجات هاذي موش باش تفوق التكاليف.
4. كل اللي تقال",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
253,geography::1316,geography,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,تتركز المنخفضات الجوية في منطقة غرب أوروبا وشمال المحيط الأطلسي في فصلين:,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
254,general_knowledge::664,general_knowledge,arabic_mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,قدّاش من دولة عندها حق الفيتو في مجلس الأمن؟,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
255,global_facts::88,global_facts,mmlu,0,1,0,1,1,1,FIXABLE,TRANSLATION,حتى لعام 2017، قدّاش تقريبا نسبة الأمريكان اللي يعيشوا في المناطق المدنية؟,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
256,moral_disputes::89,moral_disputes,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"فيما يخص مشكل الجوع والفقر في العالم، آرثر يشير اللي سينجر يتجاهل:|||1. مبادئ المساواة والضرر.
2. مبادئ الصحيح والغالط.
3. مبادئ الحقوق والاستحقاق.
4. مبادئ القدرة على المساعدة والرغبات.",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
257,history::844,history,arabic_mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,"كمّل الملك عبد الله الثاني دراستو الثانوية في مدرسة:|||1. الكلية العلمية الإسلامية
2. ساند إدموند
3. فيكتوريا
4. ديرفيلد",1,1,1,1,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
258,general_knowledge::781,general_knowledge,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
259,arabic_language_(general)::151,arabic_language_(general),arabic_mmlu,1,0,0,0,0,1,FIXABLE,TRANSLATION,"اقرا الفقرة التالية واختار الجواب المناسب للـ[فراغ] اللي يكمّل الجملة بشكل صحيح:
المقصود بكلمة ""اندثروا"" [فراغ].|||1. رقدوا
2. غابوا
3. اختفاو وزال أثرهم
4. ماتوا",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
260,history::855,history,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,0,1,FIXABLE,TRANSLATION,OK,,True
261,driving_test::921,driving_test,arabic_mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,"يحق لك كدرّاج باش تتجاوز الكرهبة اللي قدامك:|||1. من الجيهة اليسرى متاعها
2. من الجيهة اليمنى متاعها
3. من أي جيهة",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
262,professional_law::865,professional_law,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"في عطلة الربيع، مدرسة داخلية خوات كي مشاو التلاميذ والأساتذة في العطلة. مرشد تربوي بقى في المدرسة خاطر كان يخدم على مشروع بحث. بعد ما خدم حتى الليل، قرر المرشد يدخل لبيت تلميذ من عائلة غنية برشا. كان المرشد يفتش في بيت التلميذ على حاجة غالية باش يسرقها. تحت السرير، لقى فاليزة غالية. حلّها ولقى فيها ظرف متاع البريد السريع. المرشد كان يعرف اللي بو التلميذ يبعثلو الفلوس في ظروف البريد السريع. حل المرشد الظرف وشاف فيه برشا بودرة بيضاء، وشك اللي هاذي هيروين. عيّط المرشد للبوليس، وجا بوليسي للمدرسة. عطاه المرشد الظرف وهزّو للمركز. في المركز، حل البوليسي الظرف وبعث عينة من البودرة للمخبر متاع البوليس. التحاليل أكدت اللي المادة هيروين. البوليس ما جابوش إذن تفتيش قبل ما يحجزوا ويحلوا الظرف. من بعد شدّوا التلميذ واتهموه بالحيازة غير القانونية لمادة خطيرة مراقبة. محامي التلميذ قدّم مطلب باش يتحيّد الهيروين من الأدلة. المطلب غالبا باش يكون:|||1. مقبول، خاطر يلزم البوليس يجيبوا إذن قبل ما يحجزوا الظرف.
2. مقبول، خاطر يلزم البوليس يجيبوا إذن قبل ما يحلوا الظرف.
3. مرفوض، خاطر التفتيش عملو شخص عادي موش البوليس.
4. مرفوض، خاطر المرشد، بصفتو موظف في المدرسة، كان نايب على الوالدين.",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
263,physics::152,physics,arabic_mmlu,0,0,1,1,0,1,DISCARD,TRANSLATION,,1,1,0,0,0,1,FIXABLE,TRANSLATION,DISCARD,TRANSLATION,True
264,arabic_language_(general)::270,arabic_language_(general),arabic_mmlu,1,0,0,0,0,1,DISCARD,UNCLEAR,,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,SOURCE,True
265,management::66,management,mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,شنوّة هو المصطلح متاع العملية اللي تخلي منظمة تقيّم وتبيّن فوائدها وحدودها الاجتماعية والاقتصادية والبيئية؟,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
266,arabic_language::70,arabic_language,arabic_mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,"علامة الترقيم المناسبة في بلاصة النقاط هي:
قالت الأم... كل نوع من الماكلة عندو فوايدو.",1,1,1,1,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
267,driving_test::1102,driving_test,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,"قبل ما يركب السوفار في الكرهبة، لازمو أولا:|||1. يشد السانتور
2. يشوف تحت الكرهبة ويدور عليها
3. يتأكد اللي عندو الوقت الكافي",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
268,computer_science::181,computer_science,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"شنوّة فائدة تقنيات الاتصال الحديثة توّا؟|||1. الحاسوب ينجّم يبعث ويستقبل الفاكسات ورسائل البريد الإلكتروني من الدار
2. نقّصوا من الحاجة باش نمشيوا للخدمة ونعيشوا بعيد على المدن
3. نقّصوا من المصاريف على الشركات
4. كل اللي تقال",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
269,civics::133,civics,arabic_mmlu,1,1,0,1,1,1,FIXABLE,TRANSLATION,السبب اللي نزلت بيه نسبة المواليد في الأردن بعد نصف القرن العشرين هو:,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
270,economics::87,economics,arabic_mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,نظام خصوصي يتجمعوا فيه معلومات على رصيد الناس والشركات في بلاصة رقمية وحدة، خاصة بشركة معلومات ائتمانية معتمدة من البنك المركزي:,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
271,international_law::76,international_law,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"شنوّة تقول نظرية الإدماج فيما يخص المعاهدات؟|||1. نظرية الإدماج تتطلب اللي جميع المعاهدات تدوز بتحويل تشريعي قبل ما تولي قانون داخلي
2. نظرية الإدماج ما تتطلب حتى إجراء آخر على المستوى الداخلي
3. نظرية الإدماج تتعامل مع المعاهدات كأنها أقل من القانون الداخلي
4. نظرية الإدماج تقترح اللي المعاهدات المصادق عليها تدخل تلقائيا في مجال القانون الداخلي",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
272,geography::1325,geography,arabic_mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"وحدة من هاذي موش من خصائص المنخفضات الجوية:|||1. تبان في نطاق الرياح الغربية العكسية
2. تغطي مساحات كبار، قطرها يفوت الـ1000 كلم
3. تنشأ على اليابسة والماء الزوز
4. الأضرار اللي تخلفها في المنشآت كبيرة برشا، وتدمر البنية التحتية",1,1,1,1,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
273,high_school_psychology::491,high_school_psychology,mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,"أحسن طريقة باش تحيّد رد فعل مشروط كلاسيكيا هي بتقديم:|||1. المنبه غير المشروط بلا المنبه المشروط
2. المنبه المشروط بلا المنبه غير المشروط
3. منبه محايد
4. المنبه المشروط ثواني قبل المنبه غير المشروط",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
274,moral_scenarios::639,moral_scenarios,mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,في اناهي حالة من الزوز حالات هاذي البطل الرئيسي (اللي يستعمل أنا/ليا) عمل حاجة غالطة أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة في 2020؟ الحالة 1 | ما خلصتش الدندي قبل ما نخرجت. الحالة 2 | شجعت الناس باش يحافظوا على الغابات الاستوائية.,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
275,arabic_language_(grammar)::258,arabic_language_(grammar),arabic_mmlu,1,0,1,1,0,1,FIXABLE,TRANSLATION,"أي من الخيارات التالية يكمّل الجملة باختيار الكلمة اللي بنيتها صحيحة في بلاصة [فراغ]؟
العطلة [فراغ].|||1. قصير
2. قصير
3. قصيرتا
4. قصيرة",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
276,accounting::65,accounting,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"فيما يتعلق بمراجعة القوائم المالية، مراجعة الحاسوب تقوم بـ:|||1. اختيار الحاجات اللي باش يخضعوا للضريبة.
2. إعداد تقارير على الأمور اللي موش عادية.
3. القيام ببعض العمليات الحسابية.
4. كل اللي تقال.",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
277,security_studies::32,security_studies,mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,"حسب الواقعية التحفيزية، شنوّة ينجّم يحفز سلوك الدول اللي يسميوها ""جشعة""؟|||1. طبيعة البنادم جشعة في الأساس.
2. كل الخيارات هاذم.
3. رغبة الدولة باش تزيد الثروة والرخاء.
4. رغبة الدولة باش تنشر إيديولوجيتها.",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
278,history::588,history,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
279,international_law::29,international_law,mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"شنوّة هو الغرض من الحصانة السيادية؟|||1. الغرض من الحصانة هو حماية رؤساء الدول الأجنبية من الإحراج
2. الحصانة تحمي الدولة من الغزو من طرف دولة أخرى
3. الحصانة تحمي الدول من المقاضاة في محاكم الدول الأخرى
4. الغرض من الحصانة هو توفير الإفلات من العقاب على جميع الجرائم",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
280,professional_psychology::121,professional_psychology,mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,فيما يخص أساليب التربية اللي حددتهم بومريند وزملاؤها (1991)، المراهقين اللي عندهم ثقة في النفس واستقلالية غالبا يكونوا والديهم:,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
281,professional_law::415,professional_law,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"فلاح كان عندو قطعة أرض بـ20 هكتار جنوب شارع كبير يمشي من الشرق للغرب. قطعة الفلاح كانت حذا ضيعة بـ300 هكتار من الشرق، ومن الغرب كانت قطعة بـ100 هكتار. قسم الفلاح أرضو لزوز قطع بـ10 هكتارات: القطعة 1 كانت النصف الشمالي وكانت على طول الشارع الكبير؛ القطعة 2 كانت النصف الجنوبي وكانت على طول واد من الجنوب. في مارس 1997، باع الفلاح القطعة 1 لراجل بعقد بيع. ما تذكر حتى حق ارتفاق في العقد. من بعد، في سبتمبر 1997، باع الفلاح القطعة 2 بعقد بيع لمرا. الراجل والمرا سجلوا عقودهم في مكتب التسجيل متاع المقاطعة. في 1965، كان الفلاح بنى ممر من القطعة 2 (توّا)، يدوز فوق القطعة 1 (توّا)، وين يتلاقى مع الشارع الكبير. الممر هذا كان يستعملو الفلاح برشا حتى لـ1997 كي باع أرضو للراجل والمرا. كي خذات المرا القطعة 2، بدات تستعمل الممر اللي يدوز فوق القطعة 1 على طول. من بعد، طلب الراجل من المرا تبطّل ما تستعملش الممر فوق القطعة 1. كي رفضت المرا، رفع الراجل دعوى باش يمنعها من استعمال الممر. في الدعوى هاذي، الراجل باش:|||1. يربح، خاطر عقدو أقدم من عقد المرا.
2. يربح، خاطر ما تذكر حتى حق ارتفاق في عقدو.
3. يخسر، خاطر المرا عندها حق المرور الضروري.
4. يخسر، خاطر المرا عندها حق مرور صريح.",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
